,Unnamed: 0,matchID,total kills,total deaths,total assists,Damage Dealt,Damage Taken,Summoner Avg Level,average levels,Total Gold Earned,#Assassins,#Fighters,#Mages,#Marksman,#Supports,#Tanks,WIN/LOSS?,win/loss cat
225,11,NA1_4167017198,50,48,125,114943,127182,246.2,246.2,70547,0,1,3,3,1,0,0,LOSS
227,13,NA1_4166630584,31,44,88,86472,103649,281.2,281.2,51110,0,2,2,2,2,1,0,LOSS
229,15,NA1_4165992259,68,64,142,180883,141849,197.8,197.8,80404,4,2,1,2,0,0,0,LOSS
231,17,NA1_4165879774,36,46,80,104201,110873,395.4,395.4,56344,2,3,3,0,0,2,0,LOSS
233,19,NA1_4165357779,44,63,108,163999,158033,282.8,282.8,72828,0,2,2,2,0,2,0,LOSS
235,21,NA1_4164746582,43,51,67,109132,134019,278,278,62971,2,4,1,1,0,1,0,LOSS
237,23,NA1_4163536678,59,55,150,180127,173884,272.8,272.8,77893,3,1,3,1,1,0,0,LOSS
239,25,NA1_4162948166,39,71,80,159027,277673,334.6,334.6,87968,1,1,1,2,1,1,0,LOSS
241,27,NA1_4161205244,26,47,54,96937,107949,255.6,255.6,57122,1,1,4,1,0,2,0,LOSS
243,29,NA1_4160497881,40,53,77,108471,127448,221,221,64804,1,1,1,3,0,1,0,LOSS
245,31,NA1_4160476862,27,40,50,51500,87787,315.2,315.2,46193,1,1,2,2,1,0,0,LOSS
247,33,NA1_4160493988,32,50,68,71907,101114,389.6,389.6,54564,0,2,2,2,1,1,0,LOSS
249,35,NA1_4160251375,59,76,145,232579,318105,113,113,99431,1,2,0,2,2,2,0,LOSS
251,37,NA1_4159402286,24,42,54,69084,74444,270.6,270.6,46035,1,3,1,1,0,1,0,LOSS
253,39,NA1_4159349373,42,52,104,118109,125001,261.4,261.4,61400,3,2,0,2,1,2,0,LOSS
255,41,NA1_4159363880,46,58,103,128609,162954,381.6,381.6,66008,1,1,2,1,2,1,0,LOSS
257,43,NA1_4159257483,53,51,112,152561,128702,222.2,222.2,66870,1,0,3,3,1,1,0,LOSS
259,45,NA1_4158800849,37,56,80,80553,122951,163,163,59170,1,3,2,0,3,0,0,LOSS
261,47,NA1_4158384120,60,64,150,190781,172598,306.4,306.4,92351,0,1,2,2,2,0,0,LOSS
263,49,NA1_4158342255,45,59,113,130311,159517,300.8,300.8,63047,0,1,4,1,2,1,0,LOSS
265,51,NA1_4158325636,54,49,124,154941,171668,282.8,282.8,72226,1,1,3,1,2,1,0,LOSS
267,53,NA1_4158322312,37,55,86,109025,126904,406.2,406.2,63189,2,1,3,0,2,0,0,LOSS
269,55,NA1_4158177097,67,69,176,237480,314901,288,288,96193,0,3,1,1,1,3,0,LOSS
271,57,NA1_4157749060,43,56,99,147422,150992,278.4,278.4,68172,2,2,3,1,0,2,0,LOSS
273,59,NA1_4156101949,56,52,125,157669,177116,320.6,320.6,87361,1,2,3,1,2,0,0,LOSS
275,61,NA1_4154602348,38,69,80,82697,152692,247.4,247.4,62640,0,1,2,1,2,2,0,LOSS
277,63,NA1_4153463810,89,70,181,239594,298688,369.8,369.8,107500,2,2,3,1,0,2,0,LOSS
279,65,NA1_4153480472,46,52,95,101864,121324,263.8,263.8,59707,0,4,1,1,2,2,0,LOSS
281,67,NA1_4153441222,63,74,124,164882,214529,296.4,296.4,87294,1,3,2,1,0,2,0,LOSS
283,69,NA1_4153368607,39,43,94,112393,105953,453.4,453.4,67767,0,1,3,1,2,1,0,LOSS
285,71,NA1_4153376338,8,22,21,14772,34048,295.8,295.8,27030,1,2,2,1,3,0,0,LOSS
287,73,NA1_4152352187,51,60,87,131892,182064,341.8,341.8,76719,2,2,4,1,0,1,0,LOSS
289,75,NA1_4152308734,35,51,72,97881,134586,231.4,231.4,63191,1,1,4,0,1,1,0,LOSS
291,77,NA1_4152249766,40,57,79,111890,155421,382,382,64734,2,3,1,0,1,2,0,LOSS
293,79,NA1_4152207469,45,50,98,107722,116107,393.4,393.4,59535,1,1,0,3,0,2,0,LOSS
295,81,NA1_4151275417,27,47,47,85152,141526,234.2,234.2,57333,1,2,3,0,2,2,0,LOSS
297,1,NA1_4171434055,55,50,144,150727,168902,159.2,159.2,78239,3,2,1,1,2,1,0,LOSS
299,3,NA1_4170280795,46,49,99,107460,130359,429,429,62084,0,2,1,3,0,2,0,LOSS
301,5,NA1_4170225087,46,58,86,95676,171168,429,429,70564,3,0,4,0,2,0,0,LOSS
303,7,NA1_4170158970,62,61,141,151057,152605,366.8,366.8,76753,3,1,2,1,1,1,0,LOSS
305,9,NA1_4170143423,31,41,92,88421,90732,208.6,208.6,57236,0,0,5,0,2,1,0,LOSS
307,11,NA1_4170108549,33,44,48,62757,94222,406.6,406.6,50278,3,2,1,2,0,0,0,LOSS
309,13,NA1_4170072943,42,41,124,109640,105918,200.4,200.4,61716,0,1,2,2,2,1,0,LOSS
311,15,NA1_4170046788,28,57,73,82892,91611,288,288,50722,1,0,2,1,2,0,0,LOSS
313,17,NA1_4168797695,44,61,103,140877,210396,373.8,373.8,80291,0,2,2,1,2,2,0,LOSS
315,19,NA1_4168761406,41,51,93,94675,122905,403.2,403.2,60914,1,1,3,1,3,0,0,LOSS
317,21,NA1_4168686689,36,59,95,105870,154289,234.8,234.8,61018,1,2,2,1,0,3,0,LOSS
319,23,NA1_4168729827,34,52,82,125992,121716,329.4,329.4,61290,2,1,1,2,2,1,0,LOSS
321,25,NA1_4168624329,50,60,105,147583,171285,279.4,279.4,74455,1,1,4,1,1,1,0,LOSS
323,27,NA1_4168284798,36,42,101,70385,84289,277.6,277.6,54540,1,2,1,3,1,0,0,LOSS
325,29,NA1_4168281126,32,40,74,85289,97664,463.4,463.4,56534,1,1,1,3,1,0,0,LOSS
327,31,NA1_4168187000,39,51,96,114507,128976,372.2,372.2,63104,1,3,4,1,0,0,0,LOSS
329,33,NA1_4168203136,44,55,81,97047,138633,206.4,206.4,66350,4,2,2,1,0,0,0,LOSS
331,35,NA1_4167998634,59,51,148,148247,168325,217.8,217.8,85743,2,0,1,1,3,0,0,LOSS
333,37,NA1_4167375303,19,39,28,41405,75397,466,466,40986,1,3,1,1,1,1,0,LOSS
335,39,NA1_4167349746,38,48,91,68246,100262,258.8,258.8,50256,2,2,4,0,2,0,0,LOSS
337,41,NA1_4167274302,48,50,125,126348,143012,398.4,398.4,67980,1,0,3,2,2,0,0,LOSS
339,43,NA1_4167219485,44,40,103,80597,99770,403.6,403.6,55522,1,1,3,2,0,1,0,LOSS
341,45,NA1_4167173688,52,59,105,173617,270835,287.4,287.4,90410,1,2,2,0,2,3,0,LOSS
343,47,NA1_4166279361,43,70,90,149007,148019,189.4,189.4,80488,1,1,1,3,0,0,0,LOSS
345,49,NA1_4166023589,37,43,98,122548,147506,162.4,162.4,70096,0,2,1,2,1,2,0,LOSS
347,51,NA1_4165645836,32,44,79,95081,110669,209.2,209.2,54864,1,1,1,2,3,1,0,LOSS
349,53,NA1_4165663159,42,51,89,113789,117667,291,291,64122,3,0,3,1,1,1,0,LOSS
351,55,NA1_4165691148,32,43,78,60236,94110,261.4,261.4,52853,2,2,1,0,2,1,0,LOSS
353,57,NA1_4165637875,72,61,181,187160,207597,195,195,103518,1,1,2,4,0,1,0,LOSS
355,59,NA1_4164768922,41,41,104,81729,99747,260.6,260.6,53502,2,3,2,1,1,0,0,LOSS
357,61,NA1_4163788585,24,35,49,57651,77553,505,505,43361,0,2,1,1,2,2,0,LOSS
359,63,NA1_4163804357,25,32,63,63233,71724,144.2,144.2,48889,1,2,2,3,1,1,0,LOSS
361,65,NA1_4163781615,28,44,63,69860,151384,485.4,485.4,56265,1,2,3,0,1,2,0,LOSS
363,67,NA1_4163750633,25,48,65,51464,111715,500.6,500.6,46506,1,1,3,1,2,0,0,LOSS
365,69,NA1_4163722601,55,63,118,170161,179585,500.4,500.4,81426,1,3,1,1,2,1,0,LOSS
367,71,NA1_4163638580,29,32,77,67029,100917,488.6,488.6,53526,0,2,3,1,1,1,0,LOSS
369,73,NA1_4163547101,58,63,103,127854,147148,351.4,351.4,73827,1,2,1,3,1,0,0,LOSS
371,75,NA1_4163554187,21,25,45,42848,42131,287.4,287.4,35387,3,0,1,3,0,0,0,LOSS
373,77,NA1_4162371744,48,69,99,125275,197892,321.2,321.2,81322,0,1,2,2,0,2,0,LOSS
375,79,NA1_4162315517,46,48,110,149116,120049,329.8,329.8,67863,2,1,2,1,2,1,0,LOSS
377,81,NA1_4162227477,65,64,148,218665,170855,203.4,203.4,81464,1,1,1,2,0,1,0,LOSS
379,83,NA1_4162195963,26,41,45,53748,81654,343,343,42144,2,1,4,0,1,2,0,LOSS
381,85,NA1_4162138285,37,53,109,94188,131781,234.4,234.4,58740,1,1,3,1,2,1,0,LOSS
383,87,NA1_4162102651,35,48,67,112499,98462,247.6,247.6,61322,1,3,2,1,1,1,0,LOSS
385,89,NA1_4161209225,38,53,97,104574,110091,326.6,326.6,60583,2,0,3,3,1,0,0,LOSS
387,91,NA1_4161213530,46,54,114,114502,137977,248.4,248.4,69588,0,2,3,1,2,0,0,LOSS
389,93,NA1_4160138982,31,41,51,63478,65016,257.8,257.8,45171,2,2,2,1,0,1,0,LOSS
391,95,NA1_4159754070,54,62,122,186145,150701,208.2,208.2,79276,1,1,1,2,0,1,0,LOSS
393,97,NA1_4159698326,41,58,74,107896,123399,149.6,149.6,63805,3,2,1,1,0,1,0,LOSS
395,99,NA1_4158783920,51,50,97,140922,146623,343,343,74996,1,2,3,0,1,1,0,LOSS
397,101,NA1_4158707209,72,78,165,229454,273957,200.6,200.6,107038,1,3,3,0,1,1,0,LOSS
399,103,NA1_4158684402,34,59,72,138667,172375,163.6,163.6,72311,1,3,1,1,0,3,0,LOSS
401,1,NA1_4171357792,41,58,68,106521,125872,206,206,62206,1,3,2,0,0,2,0,LOSS
403,3,NA1_4170257825,74,84,133,252414,255400,213.4,213.4,114478,2,1,2,2,1,1,0,LOSS
405,5,NA1_4170252030,48,51,107,127193,131652,168,168,67562,0,2,3,0,2,1,0,LOSS
407,7,NA1_4170215307,28,40,62,96662,92914,213.2,213.2,59545,2,2,2,1,1,1,0,LOSS
409,9,NA1_4170158970,62,61,141,151057,152605,366.8,366.8,76753,3,1,2,1,1,1,0,LOSS
411,11,NA1_4170109687,74,72,145,189441,304269,238,238,108466,3,1,0,1,2,1,0,LOSS
413,13,NA1_4169824219,60,67,149,206000,225644,210.4,210.4,84165,3,2,2,1,0,1,0,LOSS
415,15,NA1_4169820020,50,55,134,137330,118104,210.4,210.4,63002,3,1,3,2,0,0,0,LOSS
417,17,NA1_4169775128,42,51,110,96086,119362,306.2,306.2,62250,0,2,1,2,1,1,0,LOSS
419,19,NA1_4169760857,40,54,69,110664,124047,311.2,311.2,64800,2,2,2,2,0,1,0,LOSS
421,21,NA1_4169755101,36,40,63,105843,106058,210.4,210.4,58647,2,0,2,1,1,1,0,LOSS
423,23,NA1_4169698848,74,69,187,212087,229546,210.2,210.2,95788,0,0,4,2,2,1,0,LOSS
425,25,NA1_4169664193,56,71,132,156512,218080,276.2,276.2,85837,1,4,1,0,1,2,0,LOSS
427,27,NA1_4169638953,54,63,71,141653,138789,230.6,230.6,74892,2,3,2,0,1,1,0,LOSS
429,29,NA1_4168826871,24,31,66,60504,90492,167.8,167.8,42800,0,2,3,0,2,3,0,LOSS
431,31,NA1_4168788488,32,51,63,65173,105502,255.6,255.6,50582,1,3,1,1,1,2,0,LOSS
433,33,NA1_4168792420,28,53,64,88783,95626,235.6,235.6,51584,1,1,3,2,2,0,0,LOSS
435,35,NA1_4168715641,28,48,66,103951,130269,252.8,252.8,56074,0,1,2,1,1,2,0,LOSS
437,37,NA1_4168659706,44,47,95,111268,130334,194.6,194.6,62326,1,3,1,1,1,3,0,LOSS
439,39,NA1_4168558383,42,48,100,93623,126296,261.6,261.6,61660,0,2,1,3,1,1,0,LOSS
441,41,NA1_4168513110,62,65,137,148408,192581,139.4,139.4,78626,1,2,2,2,1,1,0,LOSS
443,43,NA1_4168457625,51,61,95,123362,133740,200.2,200.2,69673,2,0,5,0,2,0,0,LOSS
445,45,NA1_4168415503,31,44,65,72493,89061,291.6,291.6,48141,1,3,3,0,1,2,0,LOSS
447,47,NA1_4167848309,61,57,147,121299,151928,183.8,183.8,69453,1,2,2,1,3,1,0,LOSS
449,49,NA1_4167845012,52,64,98,110161,175486,206.6,206.6,66277,0,1,2,3,0,1,0,LOSS
451,51,NA1_4167891772,39,61,70,80302,108317,269,269,52226,0,1,3,0,3,2,0,LOSS
453,53,NA1_4167801529,31,40,67,115701,127709,185.4,185.4,70851,1,3,3,1,1,1,0,LOSS
455,55,NA1_4167351846,35,47,74,78382,85570,187.8,187.8,51157,2,1,2,2,1,0,0,LOSS
457,57,NA1_4167306378,64,64,121,158660,142421,231.2,231.2,72434,1,0,4,1,3,0,0,LOSS
459,59,NA1_4167281656,42,49,89,115897,117169,231.2,231.2,63342,1,1,3,2,2,1,0,LOSS
461,61,NA1_4167225887,45,51,99,108007,133731,293,293,67327,1,0,3,2,1,1,0,LOSS
463,63,NA1_4167230902,33,57,60,77742,135932,202,202,55077,1,2,2,1,1,1,0,LOSS
465,65,NA1_4167054507,44,41,95,114915,114289,336.6,336.6,62299,1,3,3,0,1,1,0,LOSS
467,67,NA1_4166980387,30,37,70,60035,75337,186.8,186.8,48390,1,1,3,1,3,0,0,LOSS
469,69,NA1_4166244637,38,43,85,91385,145913,248,248,70592,1,2,2,1,1,1,0,LOSS
471,71,NA1_4166199276,63,50,138,129436,135134,248,248,74429,2,1,3,1,2,0,0,LOSS
473,73,NA1_4166018958,57,56,143,228696,214048,236,236,93452,0,1,2,2,2,1,0,LOSS
475,75,NA1_4166032034,42,57,69,136410,138314,181.4,181.4,80545,0,0,3,3,1,0,0,LOSS
477,77,NA1_4165987136,48,47,126,120466,143878,177.8,177.8,63552,3,2,1,2,2,0,0,LOSS
479,79,NA1_4164746520,35,54,58,79390,90243,208.4,208.4,53688,2,0,1,3,0,0,0,LOSS
481,81,NA1_4164205371,42,58,79,119051,114178,338,338,61064,1,2,2,1,1,1,0,LOSS
483,83,NA1_4164212609,44,50,90,81172,130437,167.4,167.4,58403,3,1,2,0,1,1,0,LOSS
485,85,NA1_4164200259,45,47,103,119952,109632,372.8,372.8,65357,1,1,3,1,1,0,0,LOSS
487,87,NA1_4164162857,49,53,93,145042,120911,236.6,236.6,69025,1,3,2,1,1,0,0,LOSS
489,89,NA1_4163370842,34,41,76,65358,95402,237,237,46735,1,2,2,0,1,3,0,LOSS
491,91,NA1_4163323618,50,61,114,138735,205432,270.6,270.6,86424,2,1,1,3,2,0,0,LOSS
493,93,NA1_4163302372,33,42,69,74238,88572,240.6,240.6,51446,0,1,2,2,1,1,0,LOSS
495,95,NA1_4163267310,36,48,77,65873,112040,280,280,55007,0,1,4,0,3,1,0,LOSS
497,97,NA1_4163217984,50,35,106,84118,80764,192.4,192.4,53262,4,1,2,2,1,0,0,LOSS
499,99,NA1_4163234010,26,50,64,69156,111523,183.8,183.8,54968,1,0,3,2,2,1,0,LOSS
501,101,NA1_4162376406,28,45,62,68220,111537,294.6,294.6,48493,2,2,3,0,1,1,0,LOSS
503,103,NA1_4162338962,41,32,104,84348,86434,219.2,219.2,58439,1,1,3,1,3,1,0,LOSS
505,105,NA1_4162188671,48,82,116,176458,221739,212.4,212.4,80224,1,0,1,3,2,1,0,LOSS
507,107,NA1_4162149674,66,73,138,161346,223054,294.4,294.4,86576,2,3,3,0,2,0,0,LOSS
509,109,NA1_4162107492,45,69,102,93505,139296,303.8,303.8,61843,1,0,4,1,1,1,0,LOSS
511,111,NA1_4162069561,41,44,101,102191,90877,185,185,62977,3,2,1,1,1,0,0,LOSS
513,113,NA1_4162083902,43,37,87,115152,91271,163.8,163.8,62003,3,1,3,0,2,0,0,LOSS
515,115,NA1_4161945265,49,67,106,139912,151715,253.6,253.6,77973,2,2,2,1,1,0,0,LOSS
517,117,NA1_4161933857,21,27,55,39061,52654,172.8,172.8,34772,0,1,2,2,1,2,0,LOSS
519,119,NA1_4160995490,54,51,93,129270,128381,155.2,155.2,75013,3,0,3,1,0,0,0,LOSS
521,121,NA1_4160881856,49,48,128,125186,122311,191.8,191.8,70104,1,2,2,2,1,1,0,LOSS
523,123,NA1_4160818113,32,62,72,88682,124022,303.2,303.2,55876,0,4,2,0,1,2,0,LOSS
525,125,NA1_4160786367,48,62,109,138363,123241,191.8,191.8,69116,2,1,2,1,1,0,0,LOSS
527,127,NA1_4160800836,42,48,84,88164,122057,191.8,191.8,62985,2,2,3,2,0,1,0,LOSS
529,129,NA1_4160095094,57,62,96,111311,138317,210,210,70636,3,1,1,1,0,1,0,LOSS
531,131,NA1_4160087641,59,62,129,153608,149122,227.6,227.6,75149,2,3,1,1,1,1,0,LOSS
533,133,NA1_4160082603,45,67,116,142700,174635,207.2,207.2,84368,2,1,3,1,2,0,0,LOSS
535,135,NA1_4160050990,32,41,72,65883,108220,159.8,159.8,63009,2,1,2,2,1,2,0,LOSS
537,137,NA1_4159590419,35,40,79,91367,106155,247.8,247.8,57903,1,1,2,2,1,1,0,LOSS
539,139,NA1_4159477252,52,57,124,149467,176729,165.2,165.2,78409,2,1,3,1,2,1,0,LOSS
541,141,NA1_4158856813,64,59,154,149252,192960,98.2,98.2,81751,1,2,1,0,1,3,0,LOSS
543,143,NA1_4158823498,52,48,91,142112,131845,123.2,123.2,71139,2,3,3,0,2,0,0,LOSS
545,145,NA1_4158758853,42,40,97,99237,94938,123,123,63035,0,0,1,3,0,1,0,LOSS
547,1,NA1_4170257825,74,84,133,252414,255400,213.4,213.4,114478,2,1,2,2,1,1,0,LOSS
549,3,NA1_4170252030,48,51,107,127193,131652,168,168,67562,0,2,3,0,2,1,0,LOSS
551,5,NA1_4170215307,28,40,62,96662,92914,213.2,213.2,59545,2,2,2,1,1,1,0,LOSS
553,7,NA1_4170158970,62,61,141,151057,152605,366.8,366.8,76753,3,1,2,1,1,1,0,LOSS
555,9,NA1_4170109687,74,72,145,189441,304269,238,238,108466,3,1,0,1,2,1,0,LOSS
557,11,NA1_4169824219,60,67,149,206000,225644,210.4,210.4,84165,3,2,2,1,0,1,0,LOSS
559,13,NA1_4169820020,50,55,134,137330,118104,210.4,210.4,63002,3,1,3,2,0,0,0,LOSS
561,15,NA1_4169775128,42,51,110,96086,119362,306.2,306.2,62250,0,2,1,2,1,1,0,LOSS
563,17,NA1_4169760857,40,54,69,110664,124047,311.2,311.2,64800,2,2,2,2,0,1,0,LOSS
565,19,NA1_4169755101,36,40,63,105843,106058,210.4,210.4,58647,2,0,2,1,1,1,0,LOSS
567,21,NA1_4169698848,74,69,187,212087,229546,210.2,210.2,95788,0,0,4,2,2,1,0,LOSS
569,23,NA1_4169664193,56,71,132,156512,218080,276.2,276.2,85837,1,4,1,0,1,2,0,LOSS
571,25,NA1_4169638953,54,63,71,141653,138789,230.6,230.6,74892,2,3,2,0,1,1,0,LOSS
573,27,NA1_4169560480,37,48,79,98144,133395,166,166,60744,1,2,2,1,1,2,0,LOSS
575,29,NA1_4169462882,54,58,108,110226,168273,316.8,316.8,75124,2,3,3,0,0,2,0,LOSS
577,31,NA1_4168915862,55,67,153,148205,207444,186.2,186.2,80041,0,2,2,2,1,2,0,LOSS
579,33,NA1_4168891576,30,43,61,77236,105177,220.4,220.4,51704,1,2,1,1,0,3,0,LOSS
581,35,NA1_4168826871,24,31,66,60504,90492,167.8,167.8,42800,0,2,3,0,2,3,0,LOSS
583,37,NA1_4168851597,17,34,36,44883,62137,235.8,235.8,41080,2,0,2,3,0,1,0,LOSS
585,39,NA1_4168751958,53,81,76,149531,215577,192,192,85620,0,1,2,3,1,1,0,LOSS
587,41,NA1_4168558383,42,48,100,93623,126296,261.6,261.6,61660,0,2,1,3,1,1,0,LOSS
589,43,NA1_4168513110,62,65,137,148408,192581,139.4,139.4,78626,1,2,2,2,1,1,0,LOSS
591,45,NA1_4168457625,51,61,95,123362,133740,200.2,200.2,69673,2,0,5,0,2,0,0,LOSS
593,47,NA1_4168166932,30,46,62,82757,117363,37.2,37.2,51890,2,2,1,2,1,1,0,LOSS
595,49,NA1_4167848309,61,57,147,121299,151928,183.8,183.8,69453,1,2,2,1,3,1,0,LOSS
597,51,NA1_4167845012,52,64,98,110161,175486,206.6,206.6,66277,0,1,2,3,0,1,0,LOSS
599,53,NA1_4167891772,39,61,70,80302,108317,269,269,52226,0,1,3,0,3,2,0,LOSS
601,55,NA1_4166244637,38,43,85,91385,145913,248,248,70592,1,2,2,1,1,1,0,LOSS
603,57,NA1_4166199276,63,50,138,129436,135134,248,248,74429,2,1,3,1,2,0,0,LOSS
605,59,NA1_4166181883,27,35,51,50176,94354,238.2,238.2,49505,0,1,2,3,2,1,0,LOSS
607,61,NA1_4166172886,78,76,184,202621,242286,229.4,229.4,101972,0,0,4,2,2,1,0,LOSS
609,63,NA1_4166076227,58,49,159,126056,128286,150.2,150.2,64948,0,1,1,2,3,2,0,LOSS
611,65,NA1_4166018958,57,56,143,228696,214048,236,236,93452,0,1,2,2,2,1,0,LOSS
613,67,NA1_4166032034,42,57,69,136410,138314,181.4,181.4,80545,0,0,3,3,1,0,0,LOSS
615,69,NA1_4165987136,48,47,126,120466,143878,177.8,177.8,63552,3,2,1,2,2,0,0,LOSS
617,71,NA1_4165878400,50,60,109,100570,137140,221.4,221.4,62751,2,0,3,1,3,0,0,LOSS
619,73,NA1_4165865806,24,39,36,43971,68277,322.8,322.8,41310,1,1,1,3,1,1,0,LOSS
621,75,NA1_4165873043,39,42,89,83437,102300,264,264,53255,1,2,3,2,1,0,0,LOSS
623,77,NA1_4162376406,28,45,62,68220,111537,294.6,294.6,48493,2,2,3,0,1,1,0,LOSS
625,79,NA1_4162338962,41,32,104,84348,86434,219.2,219.2,58439,1,1,3,1,3,1,0,LOSS
627,81,NA1_4162342098,51,58,141,144250,164462,411.6,411.6,72616,2,3,2,1,2,0,0,LOSS
629,83,NA1_4162188671,48,82,116,176458,221739,212.4,212.4,80224,1,0,1,3,2,1,0,LOSS
631,85,NA1_4162149674,66,73,138,161346,223054,294.4,294.4,86576,2,3,3,0,2,0,0,LOSS
633,87,NA1_4162107492,45,69,102,93505,139296,303.8,303.8,61843,1,0,4,1,1,1,0,LOSS
635,89,NA1_4162069561,41,44,101,102191,90877,185,185,62977,3,2,1,1,1,0,0,LOSS
637,91,NA1_4162083902,43,37,87,115152,91271,163.8,163.8,62003,3,1,3,0,2,0,0,LOSS
639,93,NA1_4161945265,49,67,106,139912,151715,253.6,253.6,77973,2,2,2,1,1,0,0,LOSS
641,95,NA1_4161933857,21,27,55,39061,52654,172.8,172.8,34772,0,1,2,2,1,2,0,LOSS
643,97,NA1_4160881856,49,48,128,125186,122311,191.8,191.8,70104,1,2,2,2,1,1,0,LOSS
645,99,NA1_4160818113,32,62,72,88682,124022,303.2,303.2,55876,0,4,2,0,1,2,0,LOSS
647,101,NA1_4160786367,48,62,109,138363,123241,191.8,191.8,69116,2,1,2,1,1,0,0,LOSS
649,103,NA1_4160800836,42,48,84,88164,122057,191.8,191.8,62985,2,2,3,2,0,1,0,LOSS
651,105,NA1_4160738489,43,57,84,107626,121424,191.2,191.2,56970,4,1,3,1,1,0,0,LOSS
653,107,NA1_4160751380,44,54,95,126866,171365,204.8,204.8,72304,3,1,3,0,1,1,0,LOSS
655,109,NA1_4160658214,43,54,93,118561,175131,253.8,253.8,68120,2,3,0,0,0,2,0,LOSS
657,111,NA1_4160702121,34,45,73,86057,87501,251,251,53725,1,3,1,2,1,1,0,LOSS
659,113,NA1_4160629523,47,49,115,114626,106945,192.8,192.8,61266,0,1,3,2,1,2,0,LOSS
661,115,NA1_4160095094,57,62,96,111311,138317,210,210,70636,3,1,1,1,0,1,0,LOSS
663,117,NA1_4160087641,59,62,129,153608,149122,227.6,227.6,75149,2,3,1,1,1,1,0,LOSS
665,119,NA1_4154791009,16,30,27,35641,42625,213,213,32952,2,2,3,0,1,1,0,LOSS
667,121,NA1_4153565218,52,54,118,132247,129353,294.4,294.4,70881,2,2,3,2,1,0,0,LOSS
669,123,NA1_4153522325,47,56,96,109235,124791,101.8,101.8,68327,2,1,3,2,1,0,0,LOSS
671,125,NA1_4153487676,59,79,105,158266,210219,258.8,258.8,82506,2,1,3,0,1,2,0,LOSS
673,127,NA1_4152779697,63,68,140,211961,202370,189.4,189.4,87754,1,3,2,1,2,0,0,LOSS
675,129,NA1_4152737080,40,55,82,86725,123298,189.4,189.4,57370,4,2,2,1,0,1,0,LOSS
677,131,NA1_4152729286,67,69,128,149318,170632,189,189,87122,1,2,3,1,1,0,0,LOSS
679,133,NA1_4152686805,46,58,87,134086,135113,193.8,193.8,70342,1,1,2,1,1,1,0,LOSS
681,135,NA1_4152659425,68,58,130,186945,199653,188.8,188.8,91056,2,1,1,1,1,1,0,LOSS
683,137,NA1_4152617950,47,37,123,82793,63371,188.8,188.8,50241,1,1,3,1,2,0,0,LOSS
685,139,NA1_4152642673,28,34,59,77343,82735,188.8,188.8,55413,1,1,2,2,1,1,0,LOSS
687,141,NA1_4152606655,58,51,157,125488,184560,163.2,163.2,79917,1,1,4,1,2,1,0,LOSS
689,143,NA1_4152564914,64,77,137,170079,169607,242.6,242.6,80295,0,0,2,4,1,0,0,LOSS
691,145,NA1_4152413349,73,77,132,183600,234932,206.6,206.6,84947,1,3,1,1,0,2,0,LOSS
693,147,NA1_4152368712,61,68,156,195988,212923,283,283,82720,1,2,2,2,1,1,0,LOSS
695,149,NA1_4152347628,47,58,90,81100,102435,143.6,143.6,54898,3,1,1,2,1,0,0,LOSS
697,151,NA1_4152364117,31,44,48,62755,84164,193.2,193.2,49939,1,1,3,2,0,1,0,LOSS
699,153,NA1_4152313886,48,63,115,158484,174475,220.2,220.2,78673,1,0,2,1,1,2,0,LOSS
701,155,NA1_4152289518,40,59,70,115479,134313,227,227,59975,3,4,1,0,0,1,0,LOSS
703,157,NA1_4149406837,69,61,149,232392,209790,175.2,175.2,88343,2,2,2,1,1,1,0,LOSS
705,159,NA1_4149410922,70,70,148,165798,221154,202.4,202.4,81160,0,0,4,2,2,1,0,LOSS
707,161,NA1_4149370805,43,53,91,99616,130762,328.4,328.4,67847,1,2,3,2,1,0,0,LOSS
709,163,NA1_4149295357,70,67,129,204404,208034,206,206,100672,0,1,3,3,1,0,0,LOSS
711,165,NA1_4149300893,30,36,68,80360,96766,184.2,184.2,53339,1,2,3,0,1,2,0,LOSS
713,167,NA1_4149256085,26,41,69,50263,77758,223.4,223.4,44231,2,3,1,1,2,1,0,LOSS
715,169,NA1_4149223220,54,57,89,150036,163494,207.8,207.8,77308,1,2,3,1,0,1,0,LOSS
717,171,NA1_4149240073,18,32,42,42866,56947,125.6,125.6,37302,1,0,2,2,3,1,0,LOSS
719,173,NA1_4149195162,62,70,110,185976,178751,266.6,266.6,85258,2,2,3,0,2,0,0,LOSS
721,175,NA1_4149095203,50,65,116,135036,147236,238,238,67313,0,2,2,2,1,2,0,LOSS
723,177,NA1_4149064199,32,40,81,60900,87269,207,207,49329,2,2,3,1,2,0,0,LOSS
725,179,NA1_4149060666,18,42,32,63906,89676,134.8,134.8,49699,2,1,1,3,1,1,0,LOSS
727,181,NA1_4148908761,36,49,80,83955,105953,153,153,54820,2,2,2,0,2,1,0,LOSS
729,183,NA1_4148964921,26,39,58,48201,81303,137.8,137.8,42430,1,3,1,1,1,2,0,LOSS
731,1,NA1_4171406402,27,41,41,53046,91877,295.8,295.8,47581,0,0,3,2,2,0,0,LOSS
733,3,NA1_4171412522,21,37,57,47822,94956,230.8,230.8,44368,2,2,3,0,2,1,0,LOSS
735,5,NA1_4171345359,62,54,144,176973,157393,117.6,117.6,78231,0,2,2,1,2,1,0,LOSS
