,Unnamed: 0,matchID,total kills,total deaths,total assists,Damage Dealt,Damage Taken,Summoner Avg Level,average levels,Total Gold Earned,#Assassins,#Fighters,#Mages,#Marksman,#Supports,#Tanks,WIN/LOSS?,win/loss cat
4738,30,3633481369W,46,46,107,329028,113700,192.8,192.8,66516,2,2,1,1,2,0,1,WIN
4740,32,3633481369W,55,50,148,491443,117745,227.4,227.4,75807,1,1,3,3,0,1,1,WIN
4742,34,3633481369W,42,28,111,250689,83194,146.6,146.6,57529,2,1,3,1,1,1,1,WIN
4744,36,3633481369W,56,46,88,601702,154567,268,268,89694,1,1,3,2,0,1,1,WIN
4746,38,3633481369W,56,52,118,419458,163744,113.4,113.4,74381,0,1,1,3,1,1,1,WIN
4748,40,3633481369W,51,41,118,298463,109197,145.2,145.2,65583,2,0,4,0,3,0,1,WIN
4750,42,3633481369W,39,35,88,337543,109936,289.4,289.4,60792,1,3,2,1,2,1,1,WIN
4752,44,3633481369W,35,21,71,151347,45773,226.2,226.2,44138,1,2,3,1,0,1,1,WIN
4754,46,3633481369W,39,34,90,201003,93693,278.4,278.4,50272,1,1,2,1,2,1,1,WIN
4756,48,3633481369W,47,28,136,204184,67338,228.2,228.2,51284,1,1,4,1,2,1,1,WIN
4758,50,3633481369W,30,13,56,108800,29273,177,177,32058,3,1,2,2,0,0,1,WIN
4760,52,3633481369W,49,29,130,253977,99260,103.6,103.6,58708,1,1,4,0,1,2,1,WIN
4762,54,3633481369W,41,18,106,154482,49194,177.2,177.2,43567,0,1,4,2,1,1,1,WIN
4764,56,3633481369W,47,48,123,531247,186274,229.4,229.4,78781,1,1,3,1,2,1,1,WIN
4766,58,3633481369W,41,39,109,327182,130045,252.2,252.2,69159,1,3,3,0,1,2,1,WIN
4768,60,3633481369W,46,23,129,163594,73780,165.4,165.4,43797,2,2,3,0,1,2,1,WIN
4770,62,3633481369W,40,34,98,225647,78090,144.4,144.4,54092,3,0,2,2,0,1,1,WIN
4772,64,3633481369W,52,49,129,419259,157034,229.4,229.4,72907,1,2,3,0,3,1,1,WIN
4774,66,3633481369W,31,21,77,186485,58144,109.2,109.2,48604,0,1,3,2,2,1,1,WIN
4776,68,3633481369W,34,30,90,357279,124347,196.2,196.2,69969,1,2,4,0,3,0,1,WIN
4778,70,3633481369W,43,38,97,315869,104713,157.4,157.4,65552,1,2,3,0,1,1,1,WIN
4780,72,3633481369W,66,58,159,418655,166826,224.6,224.6,79397,1,1,2,2,2,1,1,WIN
4782,74,3633481369W,58,44,171,335829,154975,336.4,336.4,69526,1,2,3,1,2,1,1,WIN
4784,76,3633481369W,55,40,155,390785,145763,217.2,217.2,69690,2,2,1,1,2,1,1,WIN
4786,78,3633481369W,50,54,109,951087,255628,209,209,106132,1,2,3,0,2,1,1,WIN
4788,80,3633481369W,30,32,93,178763,70642,242.6,242.6,48436,1,2,1,2,2,0,1,WIN
4790,82,3633481369W,51,36,129,281569,111937,172.4,172.4,61662,2,3,1,1,1,2,1,WIN
4792,84,3633481369W,36,39,93,280238,102431,179.2,179.2,62366,1,1,3,1,2,0,1,WIN
4794,86,3633481369W,43,31,110,260717,84166,178.2,178.2,54268,2,1,3,1,1,1,1,WIN
4796,88,3633481369W,38,23,109,197253,67738,161,161,51236,3,1,1,2,1,1,1,WIN
4798,90,3633481369W,41,29,100,223396,75874,200.2,200.2,53847,0,0,3,3,1,0,1,WIN
4800,92,3633481369W,16,13,38,73131,27689,200.2,200.2,28129,1,2,1,2,1,1,1,WIN
4802,94,3633481369W,31,20,66,144703,46480,200.8,200.8,39333,2,1,2,2,1,0,1,WIN
4804,96,3633481369W,49,50,123,391324,127092,200.8,200.8,71825,1,1,1,2,2,0,1,WIN
4806,98,3633481369W,30,17,73,97949,33277,189,189,35332,3,2,2,0,1,1,1,WIN
4808,100,3633481369W,28,26,55,177219,65086,218.4,218.4,49067,1,1,2,3,0,0,1,WIN
4810,102,3633481369W,62,53,160,397658,154206,233.2,233.2,69301,1,1,3,2,0,1,1,WIN
4812,104,3633481369W,67,54,123,452359,164380,216.4,216.4,82162,2,0,2,3,0,1,1,WIN
4814,106,3633481369W,32,37,96,228988,73020,154.4,154.4,52972,0,2,3,2,2,1,1,WIN
4816,108,3633481369W,32,26,88,207311,79959,209.2,209.2,55446,1,1,2,1,4,1,1,WIN
4818,110,3633481369W,46,41,111,291934,114233,186.2,186.2,64109,1,2,1,2,2,1,1,WIN
4820,112,3633481369W,46,25,114,265647,74319,156,156,56331,2,1,4,1,1,0,1,WIN
4822,114,3633481369W,55,33,143,264145,90258,203.8,203.8,60574,0,1,2,2,2,1,1,WIN
4824,116,3633481369W,45,40,140,368776,148547,214.4,214.4,69855,0,1,3,1,3,2,1,WIN
4826,118,3633481369W,41,56,71,325718,151136,107.2,107.2,64868,0,1,2,2,0,1,1,WIN
4828,120,3633481369W,54,41,108,248944,89836,148.4,148.4,57857,0,1,2,3,3,0,1,WIN
4830,122,3633481369W,44,49,87,414848,189468,210.4,210.4,70963,0,3,3,0,2,1,1,WIN
4832,124,3633481369W,48,31,121,254519,94690,220.4,220.4,60496,1,2,1,1,1,2,1,WIN
4834,126,3633481369W,53,46,123,307355,121245,323.4,323.4,64291,2,3,1,2,0,1,1,WIN
4836,128,3633481369W,45,43,93,261689,95632,119.2,119.2,60014,1,3,1,1,0,3,1,WIN
4838,130,3633481369W,37,16,89,166254,34984,228,228,40714,0,1,4,0,1,0,1,WIN
4840,132,3633481369W,51,47,122,280584,121312,224.4,224.4,63334,1,4,0,1,1,3,1,WIN
4842,134,3633481369W,60,34,160,258013,88862,117.6,117.6,60909,1,1,2,2,0,1,1,WIN
4844,136,3633481369W,25,24,74,153884,69562,190.4,190.4,43509,0,3,2,1,0,3,1,WIN
4846,138,3633481369W,42,32,90,207261,75944,139.6,139.6,48305,1,1,3,1,0,1,1,WIN
4848,0,3633894905W,78,45,163,637090,156466,104.2,104.2,92103,2,0,3,2,2,0,1,WIN
4850,2,3633894905W,37,34,82,230436,98823,86.8,86.8,53757,2,3,2,0,1,1,1,WIN
4852,4,3633894905W,38,38,103,203770,79401,245.8,245.8,52971,2,3,0,2,1,1,1,WIN
4854,6,3633894905W,37,28,96,196197,85934,271.4,271.4,50088,1,1,3,1,1,2,1,WIN
4856,8,3633894905W,56,35,153,334186,84858,215.4,215.4,60445,0,1,3,1,2,0,1,WIN
4858,10,3633894905W,49,32,129,251933,95362,188.6,188.6,57077,1,3,2,0,2,2,1,WIN
4860,12,3633894905W,46,31,109,186751,94441,271.8,271.8,53309,0,2,2,0,1,3,1,WIN
4862,14,3633894905W,50,56,109,656615,202176,194.4,194.4,92694,2,2,3,0,0,1,1,WIN
4864,16,3633894905W,53,48,129,308146,135239,225.2,225.2,67711,1,2,2,1,2,0,1,WIN
4866,18,3633894905W,68,47,149,393364,163799,206.2,206.2,76058,3,2,3,0,1,0,1,WIN
4868,20,3633894905W,36,25,85,181955,63670,272,272,46472,0,2,3,0,1,2,1,WIN
4870,22,3633894905W,62,62,141,462902,179192,225.2,225.2,77658,1,1,2,2,2,1,1,WIN
4872,24,3633894905W,45,30,110,272723,97918,199.4,199.4,59682,0,1,3,1,3,1,1,WIN
4874,26,3633894905W,51,50,144,299037,127894,186.2,186.2,63550,0,3,3,0,2,2,1,WIN
4876,28,3633894905W,63,65,125,970359,270672,228.6,228.6,112281,1,2,2,2,1,1,1,WIN
4878,30,3633894905W,41,45,103,377314,169866,201.4,201.4,70830,1,2,1,1,2,1,1,WIN
4880,32,3633894905W,51,59,85,524125,190089,169.4,169.4,80408,2,3,2,0,0,1,1,WIN
4882,34,3633894905W,36,19,94,214053,87466,171.2,171.2,53723,0,2,2,1,2,2,1,WIN
4884,36,3633894905W,43,31,79,224427,66687,213,213,54985,1,1,3,2,1,0,1,WIN
4886,38,3633894905W,49,36,117,237143,110097,283.8,283.8,60480,1,3,1,1,0,3,1,WIN
4888,40,3633894905W,35,28,101,195843,67780,185,185,49359,0,1,2,2,2,1,1,WIN
4890,42,3633894905W,57,46,169,363656,142132,222.8,222.8,72020,1,3,2,1,1,1,1,WIN
4892,44,3633894905W,48,42,92,362241,125430,82.6,82.6,71249,2,2,3,0,1,2,1,WIN
4894,46,3633894905W,55,49,141,345232,128478,185,185,69226,2,2,2,1,0,1,1,WIN
4896,48,3633894905W,74,52,167,561116,172744,168.2,168.2,86444,0,1,2,2,1,1,1,WIN
4898,50,3633894905W,42,52,116,391960,138542,278.2,278.2,71243,2,3,1,1,0,1,1,WIN
4900,52,3633894905W,67,55,151,488181,185493,128.2,128.2,75493,0,3,1,1,1,2,1,WIN
4902,54,3633894905W,45,38,119,262014,95649,210.6,210.6,60105,1,1,2,4,1,0,1,WIN
4904,56,3633894905W,59,53,129,402585,154180,209.8,209.8,72457,1,2,2,1,1,1,1,WIN
4906,58,3633894905W,33,15,93,230457,62968,188.6,188.6,56456,2,2,2,1,2,1,1,WIN
4908,60,3633894905W,56,51,104,256388,118649,168.8,168.8,65758,3,1,2,1,0,1,1,WIN
4910,62,3633894905W,69,62,170,394952,171589,123.4,123.4,82545,2,2,0,2,3,1,1,WIN
4912,64,3633894905W,47,45,132,302266,119431,154,154,66702,1,2,1,2,0,1,1,WIN
4914,66,3633894905W,40,41,103,242016,117486,123.8,123.8,56381,2,3,1,1,0,2,1,WIN
4916,68,3633894905W,63,59,152,451563,171371,184.2,184.2,80114,0,1,1,3,1,1,1,WIN
4918,70,3633894905W,51,30,123,377313,136221,124.6,124.6,74368,1,3,2,0,3,1,1,WIN
4920,72,3633894905W,32,21,61,146432,57790,130.6,130.6,42999,2,4,1,1,0,1,1,WIN
4922,74,3633894905W,36,24,101,175970,76161,211.6,211.6,47244,1,1,1,1,1,3,1,WIN
4924,76,3633894905W,71,63,188,614304,232962,170,170,92962,1,0,3,1,2,1,1,WIN
4926,78,3633894905W,68,50,155,548199,168853,176,176,81145,1,2,2,2,0,1,1,WIN
4928,80,3633894905W,62,50,183,581627,198328,350.4,350.4,81988,2,2,2,1,1,1,1,WIN
4930,82,3633894905W,48,36,97,277521,114687,261.6,261.6,62220,0,1,3,1,3,0,1,WIN
4932,84,3633894905W,53,37,136,272542,124989,240.6,240.6,60690,2,3,2,1,0,2,1,WIN
4934,86,3633894905W,44,53,99,289607,160095,196.2,196.2,61622,1,1,2,1,2,2,1,WIN
4936,88,3633894905W,34,22,94,194473,64676,235.8,235.8,44751,1,2,2,2,1,1,1,WIN
4938,90,3633894905W,49,46,108,456113,175159,195,195,70940,1,3,3,0,1,1,1,WIN
4940,92,3633894905W,38,39,73,329105,126326,288.8,288.8,64604,1,2,2,2,0,1,1,WIN
4942,94,3633894905W,47,34,128,327309,109029,282,282,63142,0,1,3,2,2,0,1,WIN
4944,96,3633894905W,53,47,136,488891,132879,248.6,248.6,78226,1,1,2,3,0,1,1,WIN
4946,98,3633894905W,42,34,116,320406,166651,153.8,153.8,66544,1,3,2,0,1,2,1,WIN
4948,100,3633894905W,35,44,98,332312,109603,290,290,67879,1,1,4,1,1,1,1,WIN
4950,102,3633894905W,40,25,105,199432,59489,255.2,255.2,50059,1,1,2,1,2,1,1,WIN
4952,104,3633894905W,51,36,130,285789,105318,228.2,228.2,67022,1,1,2,1,3,0,1,WIN
4954,106,3633894905W,53,48,117,396085,177233,153.4,153.4,75585,2,1,3,2,0,2,1,WIN
4956,108,3633894905W,44,38,109,260487,89018,164.2,164.2,56885,1,2,2,1,1,2,1,WIN
4958,110,3633894905W,51,54,106,318797,135957,256.2,256.2,64121,1,4,2,0,0,2,1,WIN
4960,112,3633894905W,39,24,110,246096,69301,241.2,241.2,55091,0,1,2,3,1,1,1,WIN
4962,114,3633894905W,24,15,50,128513,34260,243.8,243.8,34450,1,1,3,2,0,1,1,WIN
4964,116,3633894905W,40,23,93,190670,63502,156.8,156.8,49104,3,2,3,1,0,0,1,WIN
4966,118,3633894905W,57,35,149,354822,104258,267.4,267.4,67197,2,1,2,1,1,0,1,WIN
4968,120,3633894905W,49,26,135,189339,73135,211.6,211.6,49435,1,3,1,1,1,1,1,WIN
4970,122,3633894905W,52,40,124,402321,134902,258.6,258.6,70135,0,2,2,2,1,2,1,WIN
4972,124,3633894905W,46,34,105,279126,97329,155.2,155.2,59229,0,2,2,2,0,2,1,WIN
4974,126,3633894905W,63,46,179,490059,190873,225.4,225.4,81767,2,2,3,0,2,1,1,WIN
4976,128,3633894905W,58,44,140,476926,140442,293.2,293.2,75695,1,2,4,0,1,0,1,WIN
4978,130,3633894905W,63,41,183,422256,141446,160.4,160.4,76966,1,1,4,2,2,0,1,WIN
4980,132,3633894905W,39,23,103,248695,81203,245.6,245.6,54757,0,0,4,1,1,1,1,WIN
4982,134,3633894905W,55,45,136,448906,152171,229.2,229.2,73306,1,3,2,0,2,1,1,WIN
4984,136,3633894905W,37,30,114,264057,111093,235.2,235.2,56085,0,1,2,3,2,0,1,WIN
4986,138,3633894905W,68,57,181,777724,224991,273.2,273.2,97409,1,1,3,2,1,0,1,WIN
4988,140,3633894905W,35,23,92,161575,62625,242.6,242.6,45363,1,2,2,1,2,1,1,WIN
4990,142,3633894905W,62,44,147,409536,122141,239,239,69093,0,1,1,3,0,1,1,WIN
4992,144,3633894905W,55,38,133,290311,107067,290,290,64647,1,1,2,1,2,1,1,WIN
4994,146,3633894905W,48,33,97,317132,91452,185.6,185.6,65212,2,1,2,3,0,0,1,WIN
4996,148,3633894905W,48,60,104,582694,206853,399.4,399.4,75204,1,4,1,0,0,2,1,WIN
4998,150,3633894905W,38,26,95,226880,79044,225,225,52381,0,1,3,1,2,2,1,WIN
5000,152,3633894905W,42,38,113,225761,100348,302.8,302.8,53980,2,4,1,1,1,1,1,WIN
5002,154,3633894905W,54,53,144,334622,136241,189,189,64710,1,1,2,1,1,1,1,WIN
5004,156,3633894905W,56,67,117,367890,178721,211,211,71351,1,2,1,2,0,1,1,WIN
5006,158,3633894905W,75,58,181,524115,179543,108.6,108.6,81029,2,3,2,0,0,0,1,WIN
5008,160,3633894905W,44,27,105,257296,81665,179.2,179.2,58062,2,2,0,2,0,2,1,WIN
5010,162,3633894905W,57,40,144,353863,139914,370,370,68740,2,2,1,1,0,1,1,WIN
5012,164,3633894905W,38,39,91,453741,158377,136.8,136.8,77744,0,0,4,2,2,0,1,WIN
5014,166,3633894905W,59,59,117,327356,153835,249.8,249.8,67971,3,2,2,0,0,2,1,WIN
5016,168,3633894905W,41,42,98,263518,101272,283.4,283.4,61205,2,1,2,1,1,1,1,WIN
5018,0,3633488121W,59,55,124,418876,183986,153.4,153.4,80045,0,1,3,3,0,1,1,WIN
5020,2,3633488121W,37,34,82,230436,98823,234.4,234.4,53757,2,3,2,0,1,1,1,WIN
5022,4,3633488121W,54,23,138,253870,83195,144.2,144.2,58296,1,1,3,1,3,0,1,WIN
5024,6,3633488121W,27,34,71,243064,98594,260.6,260.6,58450,2,2,3,1,0,0,1,WIN
5026,8,3633488121W,59,43,164,412740,136458,174.6,174.6,74471,0,1,3,1,2,0,1,WIN
5028,10,3633488121W,47,36,105,239909,83888,208.4,208.4,55165,3,1,3,0,1,0,1,WIN
5030,12,3633488121W,63,43,136,347917,132633,304,304,64871,1,4,1,0,1,2,1,WIN
5032,14,3633488121W,74,71,149,533406,183100,312.8,312.8,83605,0,2,2,2,1,1,1,WIN
5034,16,3633488121W,62,73,152,723469,203568,215.4,215.4,97409,1,1,1,2,1,1,1,WIN
5036,18,3633488121W,58,43,148,392366,140743,130.8,130.8,70575,0,2,3,2,1,2,1,WIN
5038,20,3633488121W,70,41,172,355604,159385,144.2,144.2,73796,1,2,1,1,2,2,1,WIN
5040,22,3633488121W,62,50,138,372813,153485,175.4,175.4,70006,0,1,2,2,3,1,1,WIN
5042,24,3633488121W,60,60,146,428159,203731,141.4,141.4,76621,2,2,3,0,1,1,1,WIN
5044,26,3633488121W,42,35,114,286758,85252,228,228,60009,1,1,3,2,1,1,1,WIN
5046,28,3633488121W,46,40,100,233653,107882,199.8,199.8,58086,2,1,3,0,1,1,1,WIN
5048,30,3633488121W,56,43,110,363370,128852,248.6,248.6,70965,1,2,3,0,0,2,1,WIN
5050,32,3633488121W,59,56,138,568928,202462,203.4,203.4,86930,1,1,2,2,1,1,1,WIN
5052,34,3633488121W,57,52,120,430492,172757,207.6,207.6,78339,1,2,3,0,2,1,1,WIN
5054,36,3633488121W,70,57,150,549761,193213,258.2,258.2,86458,0,2,1,2,1,2,1,WIN
5056,38,3633488121W,40,40,83,256732,89529,129.2,129.2,59002,2,1,3,0,2,0,1,WIN
5058,40,3633488121W,44,36,104,351525,126519,212.6,212.6,64202,0,2,2,3,0,1,1,WIN
5060,42,3633488121W,45,36,102,287148,122962,290,290,61296,1,3,1,1,2,1,1,WIN
5062,44,3633488121W,69,49,152,613675,191370,226.8,226.8,94032,1,0,2,2,3,0,1,WIN
5064,46,3633488121W,45,44,100,288657,119064,164,164,64030,2,2,2,0,1,1,1,WIN
5066,48,3633488121W,35,36,82,245409,119985,135.2,135.2,62194,0,1,2,1,4,2,1,WIN
5068,50,3633488121W,46,27,140,218177,94477,202.4,202.4,51655,1,2,2,1,1,2,1,WIN
5070,52,3633488121W,59,41,117,394108,123347,231.8,231.8,70426,0,0,2,3,0,1,1,WIN
5072,54,3633488121W,61,56,154,557813,188987,72.8,72.8,81335,2,2,3,2,0,0,1,WIN
5074,56,3633488121W,53,47,127,352034,115272,313.4,313.4,69607,2,1,3,2,0,0,1,WIN
5076,58,3633488121W,45,28,100,260874,105188,279.8,279.8,58490,1,3,2,1,1,1,1,WIN
5078,60,3633488121W,59,33,148,398458,201206,277.8,277.8,82006,1,3,2,0,2,2,1,WIN
5080,62,3633488121W,67,56,168,562395,206287,148.4,148.4,87438,1,2,4,0,2,0,1,WIN
5082,64,3633488121W,51,46,139,319370,144053,231,231,68875,1,3,1,1,1,3,1,WIN
5084,66,3633488121W,71,60,182,448415,199927,212.8,212.8,78090,1,2,0,3,1,2,1,WIN
5086,68,3633488121W,33,15,75,150011,55989,217.6,217.6,42497,1,2,3,1,2,1,1,WIN
5088,70,3633488121W,27,23,63,195987,62061,163.6,163.6,47597,2,1,2,0,1,1,1,WIN
5090,72,3633488121W,42,31,78,244704,87860,267.4,267.4,58968,1,2,2,1,0,2,1,WIN
5092,74,3633488121W,55,56,130,433236,182747,357.6,357.6,77014,1,2,2,1,2,2,1,WIN
5094,76,3633488121W,88,68,181,646221,257564,211.2,211.2,106439,1,2,2,1,3,1,1,WIN
5096,78,3633488121W,53,48,137,337115,130940,232.8,232.8,68492,0,1,3,1,3,1,1,WIN
5098,80,3633488121W,54,43,112,363536,110965,256.4,256.4,70462,2,2,3,1,1,0,1,WIN
5100,82,3633488121W,42,41,71,307311,112921,243.2,243.2,64656,2,3,3,0,1,1,1,WIN
5102,84,3633488121W,34,15,89,210763,59229,144,144,51324,1,1,2,1,1,2,1,WIN
5104,86,3633488121W,63,56,125,442597,136567,170.6,170.6,74722,1,2,1,2,0,1,1,WIN
5106,88,3633488121W,49,42,86,286724,111257,239.4,239.4,61902,3,2,2,1,0,2,1,WIN
5108,90,3633488121W,56,45,129,374935,138085,158.8,158.8,70268,2,1,3,1,1,0,1,WIN
5110,92,3633488121W,58,55,146,496470,211030,194.2,194.2,82002,1,3,1,1,0,1,1,WIN
5112,94,3633488121W,56,53,127,343109,142614,272.4,272.4,68397,2,1,2,1,2,1,1,WIN
5114,96,3633488121W,69,71,170,546929,217603,202,202,90186,1,1,2,1,1,1,1,WIN
5116,98,3633488121W,61,67,137,468265,189502,304.2,304.2,76313,1,3,2,0,2,2,1,WIN
5118,100,3633488121W,63,53,121,560667,232887,253.2,253.2,85148,2,2,1,1,2,1,1,WIN
5120,102,3633488121W,33,22,77,163664,60302,224.4,224.4,50567,1,1,3,1,2,1,1,WIN
5122,104,3633488121W,56,39,107,294781,102349,236.4,236.4,59958,1,2,3,1,0,2,1,WIN
5124,106,3633488121W,56,54,149,379972,147587,190.4,190.4,70324,1,3,1,1,1,2,1,WIN
5126,108,3633488121W,34,22,82,179054,70808,219.4,219.4,46016,0,2,2,1,2,2,1,WIN
5128,110,3633488121W,58,43,126,347147,131160,173,173,71720,2,1,2,1,0,1,1,WIN
5130,112,3633488121W,52,63,103,326220,132650,306.6,306.6,66574,1,2,2,2,1,1,1,WIN
5132,114,3633488121W,46,41,105,354773,140570,248.6,248.6,69231,2,2,3,1,1,1,1,WIN
5134,116,3633488121W,65,59,132,335139,133515,181.4,181.4,69629,2,0,4,1,0,0,1,WIN
5136,118,3633488121W,40,28,106,229464,96212,202.2,202.2,54865,1,1,1,2,1,1,1,WIN
5138,120,3633488121W,54,38,171,297253,133620,219.2,219.2,63310,0,2,3,2,1,1,1,WIN
5140,122,3633488121W,39,46,89,347006,127779,329,329,62082,3,2,2,1,0,0,1,WIN
5142,124,3633488121W,38,34,51,209724,76001,135.6,135.6,51661,2,1,3,2,0,0,1,WIN
5144,126,3633488121W,38,21,92,176956,57794,203.2,203.2,49499,2,3,2,0,3,0,1,WIN
5146,128,3633488121W,31,37,78,213094,85329,389.6,389.6,50825,2,4,1,1,1,1,1,WIN
5148,130,3633488121W,56,80,99,668751,257365,198.2,198.2,91563,1,2,1,2,0,2,1,WIN
5150,132,3633488121W,42,26,89,171023,61683,143,143,48068,1,1,2,1,3,1,1,WIN
5152,134,3633488121W,63,84,94,640813,244743,166.8,166.8,92431,2,4,1,1,0,1,1,WIN
5154,136,3633488121W,55,37,100,305658,103074,195.8,195.8,66851,3,0,3,2,0,0,1,WIN
5156,138,3633488121W,71,66,145,620123,221761,211.8,211.8,92175,3,1,2,2,0,1,1,WIN
5158,140,3633488121W,31,27,77,212717,72916,190.2,190.2,50823,0,2,1,2,1,2,1,WIN
5160,142,3633488121W,55,42,116,270225,108599,220.8,220.8,58621,1,1,1,3,0,0,1,WIN
5162,144,3633488121W,51,55,106,329528,179598,317,317,68733,0,2,4,1,0,2,1,WIN
5164,146,3633488121W,55,38,124,301207,103060,213.6,213.6,63041,1,3,2,0,1,1,1,WIN
5166,148,3633488121W,53,35,150,308988,126253,220.6,220.6,65452,1,1,3,0,3,2,1,WIN
5168,150,3633488121W,69,58,158,508187,209533,242,242,79343,0,1,5,1,2,1,1,WIN
5170,152,3633488121W,71,80,159,945509,237250,348.2,348.2,103569,2,1,3,2,1,0,1,WIN
5172,154,3633488121W,46,20,143,279227,77948,246,246,54591,1,2,2,1,1,1,1,WIN
5174,156,3633488121W,55,33,139,222292,87565,246.2,246.2,55943,1,2,1,2,2,1,1,WIN
5176,158,3633488121W,52,44,126,393249,138821,194.2,194.2,70383,2,1,2,1,1,1,1,WIN
5178,160,3633488121W,42,27,129,285910,119327,290.6,290.6,63564,1,1,3,1,2,0,1,WIN
5180,162,3633488121W,45,38,125,224449,109616,204.6,204.6,56492,3,3,1,1,0,2,1,WIN
5182,164,3633488121W,45,48,106,320359,149429,306.6,306.6,66187,1,3,2,0,1,2,1,WIN
5184,166,3633488121W,58,43,166,365523,134350,204.6,204.6,72719,1,1,2,2,2,0,1,WIN
5186,168,3633488121W,39,26,82,258158,71686,346.4,346.4,55718,2,1,2,2,1,1,1,WIN
5188,170,3633488121W,46,43,123,327939,141843,115.8,115.8,61832,1,2,1,1,1,2,1,WIN
5190,172,3633488121W,52,53,115,417454,194169,177.4,177.4,75189,4,1,1,1,0,1,1,WIN
5192,174,3633488121W,42,27,118,227363,74785,305.4,305.4,55965,1,2,1,3,0,2,1,WIN
5194,176,3633488121W,49,54,129,548741,170164,151.8,151.8,80530,1,2,2,1,2,1,1,WIN
5196,178,3633488121W,51,52,128,360098,136670,157,157,65369,1,3,2,0,1,1,1,WIN
5198,180,3633488121W,51,52,128,335222,152848,339.2,339.2,67630,0,2,3,1,1,1,1,WIN
5200,182,3633488121W,43,31,97,218771,79814,140.2,140.2,52689,0,4,1,1,0,3,1,WIN
5202,184,3633488121W,48,46,109,256761,120309,169.8,169.8,61094,2,3,3,1,0,1,1,WIN
5204,186,3633488121W,63,63,100,512653,183427,152.4,152.4,84458,0,1,2,2,1,2,1,WIN
5206,188,3633488121W,53,44,141,273056,146318,362.2,362.2,66907,2,0,2,1,3,1,1,WIN
5208,190,3633488121W,59,49,119,282805,138796,191.6,191.6,66038,0,2,3,1,1,2,1,WIN
5210,192,3633488121W,48,27,111,275168,82556,217.6,217.6,57112,1,1,3,2,2,0,1,WIN
5212,194,3633488121W,31,16,80,156843,57800,297.4,297.4,43350,0,2,1,2,1,2,1,WIN
5214,196,3633488121W,30,38,77,217246,106240,213,213,54781,0,2,3,0,2,2,1,WIN
5216,0,3633575010W,47,40,120,275709,77762,213.2,213.2,58606,2,0,2,3,1,0,1,WIN
5218,2,3633575010W,39,23,110,232696,86176,212.8,212.8,53506,1,0,1,3,2,1,1,WIN
5220,4,3633575010W,59,55,124,418876,183986,213,213,80045,0,1,3,3,0,1,1,WIN
5222,6,3633575010W,64,52,157,520932,194422,240,240,78255,1,3,2,1,2,0,1,WIN
5224,8,3633575010W,57,47,150,382589,198085,212.6,212.6,76415,0,2,1,2,0,3,1,WIN
5226,10,3633575010W,53,46,138,377332,155533,212,212,73426,2,0,3,2,3,0,1,WIN
5228,12,3633575010W,63,66,139,500915,192893,146,146,79055,1,2,3,0,0,2,1,WIN
5230,14,3633575010W,52,30,140,236162,106553,204,204,53442,2,3,2,0,1,2,1,WIN
5232,16,3633575010W,56,40,111,296397,110057,254.6,254.6,62122,2,1,3,2,1,1,1,WIN
5234,18,3633575010W,58,44,168,419767,148595,106.6,106.6,72351,0,3,2,0,2,3,1,WIN
5236,20,3633575010W,60,45,169,373551,132811,173.6,173.6,70865,1,2,2,1,2,2,1,WIN
5238,22,3633575010W,51,56,107,559414,171782,154.2,154.2,82535,0,1,3,1,1,2,1,WIN
5240,24,3633575010W,30,21,60,191006,59296,210.2,210.2,47827,2,0,3,2,0,1,1,WIN
5242,26,3633575010W,60,48,132,341553,126188,206,206,73438,1,2,2,2,0,2,1,WIN
5244,28,3633575010W,70,52,173,585468,168021,265.4,265.4,89766,1,1,3,2,1,0,1,WIN
5246,30,3633575010W,44,31,94,277474,105801,193.2,193.2,62646,1,3,1,1,1,1,1,WIN
5248,32,3633575010W,48,50,119,372602,177986,299.2,299.2,71600,1,4,1,0,1,2,1,WIN
5250,34,3633575010W,40,34,110,215454,85235,175.4,175.4,54171,1,2,1,2,2,1,1,WIN
5252,36,3633575010W,46,28,133,169007,79274,153.2,153.2,47424,1,3,2,0,2,2,1,WIN
5254,38,3633575010W,51,57,119,378080,197324,297.6,297.6,70190,1,2,3,0,1,2,1,WIN
5256,40,3633575010W,45,25,111,204258,64094,190,190,50423,2,1,2,1,1,1,1,WIN
5258,42,3633575010W,38,37,98,240154,104740,218.6,218.6,58595,1,2,2,1,2,1,1,WIN
5260,44,3633575010W,50,46,104,408132,159256,140.2,140.2,74048,2,1,2,1,1,1,1,WIN
5262,46,3633575010W,47,40,113,320653,160221,313.6,313.6,66059,1,0,4,1,1,2,1,WIN
5264,48,3633575010W,56,49,146,352904,149296,255,255,74815,1,2,2,1,1,1,1,WIN
5266,50,3633575010W,31,20,84,118988,49732,280.4,280.4,38153,0,3,0,2,1,2,1,WIN
5268,52,3633575010W,43,27,73,233954,98542,205.6,205.6,55818,2,3,2,1,0,2,1,WIN
5270,54,3633575010W,59,51,152,479918,192300,193.2,193.2,82686,1,3,1,1,2,0,1,WIN
5272,56,3633575010W,41,20,105,180680,53626,250.2,250.2,51677,1,0,3,1,3,0,1,WIN
5274,58,3633575010W,54,39,127,247235,87936,297.4,297.4,59199,3,2,3,0,2,0,1,WIN
5276,60,3633575010W,28,12,70,103344,35828,112.8,112.8,33753,0,2,1,2,0,2,1,WIN
